Run,SeqToken,Status,Elapsed_s,Imp_Pos_%
1,seq_3n12_4n6_3n16_2p4_3n20_4n8_3n20_2p6_3n8_4n6_3n6_2p8_3p12_4p4_3p8_2p10_2p8,ok,72.0497888,76.811962974041
